virus tax id	virus name	virus lineage	taxid_name	host name	host lineage
2928683	Pseudomonas phage H66	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hollowayvirus; Hollowayvirus H66	2928683_H66	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1536596	Pseudomonas phage H70	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	1536596_H70	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2301636	Pseudomonas phage H71	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2301636_H71	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2301637	Pseudomonas phage H72	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2301637_H72	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3065398	Pseudomonas phage Hadban	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	3065398_Hadban	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2912595	Pseudomonas phage hairong	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Nickievirus; unclassified Nickievirus	2912595_hairong	['Pseudomonas syringae pv. actinidiae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
2079287	Pseudomonas phage Henninger	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Ghunavirus; Ghunavirus henninger	2079287_Henninger	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2499902	Pseudomonas phage Henu5	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; Pakpunavirus zigelbrucke	2499902_Henu5	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3018995	Pseudomonas phage HJ01	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	3018995_HJ01	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3028473	Pseudomonas phage HMGUpa1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; unclassified Septimatrevirus	3028473_HMGUpa1	['Pseudomonas aeruginosa DSM 50071 = NBRC 12689']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
3028474	Pseudomonas phage HMGUpa2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	3028474_HMGUpa2	['Pseudomonas aeruginosa DSM 50071 = NBRC 12689']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2056127	Pseudomonas phage HU1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2056127_HU1	['Pseudomonas lactis']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2797114	Pseudomonas phage HX1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus	2797114_HX1	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3050367	Pseudomonas phage HZ2201	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	3050367_HZ2201	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2592193	Pseudomonas phage Iggy	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2592193_Iggy	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2041348	Pseudomonas phage IME180	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zobellviridae; Paundecimvirus; unclassified Paundecimvirus	2041348_IME180	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2048976	Pseudomonas phage inbricus	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rothmandenesvirinae; Inbricusvirus; Inbricusvirus inbricus	2048976_inbricus	['Pseudomonas syringae pv. avii']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
2996161	Pseudomonas phage IR-QUMS-PaBa1-GHS-2021	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Elvirus; unclassified Elvirus	2996161_IR-QUMS-PaBa1-GHS-2021	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2544984	Pseudomonas phage ITTPL	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	2544984_ITTPL	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2805750	Pseudomonas phage Itty13	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2805750_Itty13	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3028140	Pseudomonas phage JB10	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus	3028140_JB10	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1777051	Pseudomonas phage JBD16C	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; Casadabanvirus MP22	1777051_JBD16C	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1223259	Pseudomonas phage JBD24	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	1223259_JBD24	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1225792	Pseudomonas phage JBD25	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	1225792_JBD25	['Pseudomonas', 'Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1093672	Pseudomonas phage JBD26	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; Casadabanvirus D3112	1093672_JBD26	['Escherichia coli', 'Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1223260	Pseudomonas phage JBD30	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	1223260_JBD30	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1777052	Pseudomonas phage JBD44	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	1777052_JBD44	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1223261	Pseudomonas phage JBD5	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	1223261_JBD5	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1225793	Pseudomonas phage JBD67	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Beetrevirus; Beetrevirus JBD67	1225793_JBD67	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
1542116	Pseudomonas phage JBD68	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	1542116_JBD68	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1777053	Pseudomonas phage JBD69	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	1777053_JBD69	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1223262	Pseudomonas phage JBD88a	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; Casadabanvirus MP22	1223262_JBD88a	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1777054	Pseudomonas phage JBD93	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	1777054_JBD93	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1481224	Pseudomonas phage JD024	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casadabanvirus; unclassified Casadabanvirus	1481224_JD024	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1225791	Pseudomonas phage JD18	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Beetrevirus; Beetrevirus JD18	1225791_JD18	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2719605	Pseudomonas phage jett	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus pv141	2719605_jett	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
757342	Pseudomonas phage JG004	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; Pakpunavirus JG004	757342_JG004	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1970799	Pseudomonas phage JG012	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Queuovirinae; Nipunavirus; Nipunavirus NP1	1970799_JG012	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
749447	Pseudomonas phage JG024	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pseudomonas virus JG024	749447_JG024	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1970800	Pseudomonas phage JG054	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Queuovirinae; Nipunavirus; unclassified Nipunavirus	1970800_JG054	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2544985	Pseudomonas phage JHP	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	2544985_JHP	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2939124	Pseudomonas phage JJ01	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2939124_JJ01	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1701860	Pseudomonas phage Jollyroger	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus PB1	1701860_Jollyroger	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2873453	Pseudomonas phage JOR	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Ghunavirus; unclassified Ghunavirus	2873453_JOR	['Pseudomonas syringae pv. tomato']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group']
2839956	Pseudomonas phage K4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zobellviridae; Paundecimvirus; unclassified Paundecimvirus	2839956_K4	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1777072	Pseudomonas phage K5	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	1777072_K5	['Pseudomonas aeruginosa PAK']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1716041	Pseudomonas phage K8	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	1716041_K8	['Pseudomonas aeruginosa PAK']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2982899	Pseudomonas phage Ka1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	2982899_Ka1	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2945904	Pseudomonas phage Ka2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2945904_Ka2	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979339	Pseudomonas phage Kara-mokiny kep-wari Wadjak 10	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979339_Wadjak_10	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979340	Pseudomonas phage Kara-mokiny kep-wari Wadjak 11	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979340_Wadjak_11	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979341	Pseudomonas phage Kara-mokiny kep-wari Wadjak 12	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979341_Wadjak_12	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979342	Pseudomonas phage Kara-mokiny kep-wari Wadjak 13	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979342_Wadjak_13	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979343	Pseudomonas phage Kara-mokiny kep-wari Wadjak 14	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979343_Wadjak_14	['Pseudomonas aeruginosa', 'Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2979344	Pseudomonas phage Kara-mokiny kep-wari Wadjak 15	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979344_Wadjak_15	['Pseudomonas aeruginosa', 'Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2979345	Pseudomonas phage Kara-mokiny kep-wari Wadjak 16	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979345_Wadjak_16	['Pseudomonas aeruginosa', 'Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2979346	Pseudomonas phage Kara-mokiny kep-wari Wadjak 4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979346_Wadjak_4	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979347	Pseudomonas phage Kara-mokiny kep-wari Wadjak 5	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979347_Wadjak_5	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979348	Pseudomonas phage Kara-mokiny kep-wari Wadjak 6	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979348_Wadjak_6	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979349	Pseudomonas phage Kara-mokiny kep-wari Wadjak 7	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979349_Wadjak_7	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979350	Pseudomonas phage Kara-mokiny kep-wari Wadjak 8	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979350_Wadjak_8	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979351	Pseudomonas phage Kara-mokiny kep-wari Wadjak 9	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979351_Wadjak_9	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979354	Pseudomonas phage Kara-mokiny_kep-wari_Wadjak_1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979354_Kara-mokiny_kep-wari_Wadjak_1	['Pseudomonas aeruginosa', 'Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2979355	Pseudomonas phage Kara-mokiny_kep-wari_Wadjak_2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979355_Kara-mokiny_kep-wari_Wadjak_2	['Pseudomonas aeruginosa', 'Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2979356	Pseudomonas phage Kara-mokiny_kep-wari_Wadjak_3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2979356_Kara-mokiny_kep-wari_Wadjak_3	['Pseudomonas aeruginosa', 'Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2872675	Pseudomonas phage Kaya	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; unclassified Septimatrevirus	2872675_Kaya	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2783802	Pseudomonas phage KNP	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Ghunavirus; Ghunavirus KNP	2783802_KNP	['Pseudomonas fluorescens group']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2979352	Pseudomonas phage Koomba boorn-mokiny kep-wari Wadjak 1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Phikzvirus; unclassified Phikzvirus	2979352_Wadjak_1	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2979353	Pseudomonas phage Koomba boorn-mokiny kep-wari Wadjak 2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Phikzvirus; unclassified Phikzvirus	2979353_Wadjak_2	['Pseudomonas aeruginosa', 'Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2880993	Pseudomonas phage Kopi	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; unclassified Septimatrevirus	2880993_Kopi	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2562463	Pseudomonas phage KP1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; unclassified Septimatrevirus	2562463_KP1	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
