protein	pdb/af50m	empty	best_ann	annotation_found
985788924	pdb	True	NA	NA
985788924	af50m	False	DUF3077 domain-containing protein	True
2419094038	pdb	True	NA	NA
2419094038	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;WP_020978272 : Hypothetical protein (active UniProt ID: N);YP_008492159 : Hypothetical protein (active UniProt ID: N);AIF71750 : Uncharacterized protein (active UniProt ID: Y);AGU62111 : Uncharacterized protein (active UniProt ID: Y);A0A075LYF5 : DUF771 domain-containing protein (active UniProt ID: Y);BAR09490 : Uncharacterized protein (active UniProt ID: Y);A0A7R6P741 : DUF771 domain-containing protein (active UniProt ID: N);YP_009113138 : hypothetical protein (active UniProt ID: Y);BAR12214 : Uncharacterized protein (active UniProt ID: Y);T1YA11 : DUF771 domain-containing protein (active UniProt ID: N);A0A0D6DF46 : Uncharacterized protein (active UniProt ID: N)	True
985788979	pdb	True	NA	NA
985788979	af50m	True	NA	NA
985789032	pdb	True	NA	NA
985789032	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;A0A2D5MYB3 : Phage tail protein (active UniProt ID: N);MAD27159 : Uncharacterized protein (active UniProt ID: Y)	True
1736635515	pdb	True	NA	NA
1736635515	af50m	True	NA	NA
1769043090	pdb	True	NA	NA
1769043090	af50m	False	Phage minor structural protein GP20	True
1736635669	pdb	True	NA	NA
1736635669	af50m	True	NA	NA
1269167574	pdb	True	NA	NA
1269167574	af50m	False	Four-carbon acid sugar kinase N-terminal domain-containing protein	True
1269167640	pdb	True	NA	NA
1269167640	af50m	False	RES domain-containing protein	True
2162914860	pdb	False	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.21.10) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC) [UniProt ID: Q9RX75] 	True
2162914860	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;A0A5N7TP52 : Holliday junction nuclease RuvC (active UniProt ID: N);MPS58881 : Uncharacterized protein (active UniProt ID: Y)	True
2162915136	pdb	False	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) [UniProt ID: P41148] 	True
2162915136	af50m	False	Sensor histidine kinase	True
2395567972	pdb	True	NA	NA
2395567972	af50m	False	Antitermination protein Q	True
2095937441	pdb	True	NA	NA
2095937441	af50m	False	DUF4376 domain-containing protein	True
408385513	pdb	False	Single-stranded DNA-binding protein (SSB protein) (2.5 protein) (Gene product 2.5) (gp2.5) [UniProt ID: P03696] 	True
408385513	af50m	False	Single-stranded DNA-binding protein BPT7 domain-containing protein	True
1608087532	pdb	False	PHIKZ068 [UniProt ID: Q8SD94] 	True
1608087532	af50m	False	WARNING UniProt ID obsolete, info fetched from UniParc;MAP20475 : Uncharacterized protein (active UniProt ID: Y);A0A2D9KCR6 : HDOD domain-containing protein (active UniProt ID: N)	True
1608087614	pdb	True	NA	NA
1608087614	af50m	True	NA	NA
2162915444	pdb	True	NA	NA
2162915444	af50m	True	NA	NA
1608087680	pdb	True	NA	NA
1608087680	af50m	False	Virion structural protein	True
988346605	pdb	True	NA	NA
988346605	af50m	True	NA	NA
1608087826	pdb	True	NA	NA
1608087826	af50m	False	Gamma-glutamylcyclotransferase AIG2-like domain-containing protein	True
1269168413	pdb	True	NA	NA
1269168413	af50m	False	Mu-like prophage I protein	True
2347366724	pdb	False	Sulfiredoxin, chloroplastic/mitochondrial (AtSRX) (EC 1.8.98.2) [UniProt ID: Q8GY89] 	True
2347366724	af50m	False	ParB/Sulfiredoxin domain-containing protein	True
2569304417	pdb	True	NA	NA
2569304417	af50m	True	NA	NA
2347366823	pdb	True	NA	NA
2347366823	af50m	False	Virion structural protein	True
2347366868	pdb	False	PHIKZ056.1 [UniProt ID: L7T138] PHIKZ055 [UniProt ID: Q8SDA7] 	True
2347366868	af50m	False	DNA-directed RNA polymerase (EC 2.7.7.6)	True
2162915815	pdb	True	NA	NA
2162915815	af50m	True	NA	NA
1930263155	pdb	True	NA	NA
1930263155	af50m	True	NA	NA
1278278338	pdb	True	NA	NA
1278278338	af50m	True	NA	NA
2190146277	pdb	True	NA	NA
2190146277	af50m	False	DUF4304 domain-containing protein	True
169409301	pdb	True	NA	NA
